machine	subject	start_time	end_time	stim	block	correct	latency	fluent	learning
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:44:39.445	2013-10-15 10:44:40.245000	THERE'S	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:44:42.825	2013-10-15 10:44:43.115000	A(2)	block	1	0.0400	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:44:51.305	2013-10-15 10:44:51.585000	A	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:44:58.135	2013-10-15 10:44:58.625000	WITH	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:44:58.635	2013-10-15 10:44:59.015000	MY	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:11.805	2013-10-15 10:45:11.885000	AND(2)	block	1	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:11.895	2013-10-15 10:45:12.775000	THE(2)	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:14.295	2013-10-15 10:45:15.085000	IN(2)	block	1	0.4200	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:17.855	2013-10-15 10:45:18.285000	MY	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:22.625	2013-10-15 10:45:22.995000	NOT	block	1	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:23.005	2013-10-15 10:45:23.055000	A	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:23.065	2013-10-15 10:45:23.125000	A	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:23.735	2013-10-15 10:45:24.325000	IN(2)	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:41.705	2013-10-15 10:45:42.225000	BUT	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:43.075	2013-10-15 10:45:43.305000	THE	block	1	0.3200	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:43.315	2013-10-15 10:45:43.995000	NIGHT	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:44.605	2013-10-15 10:45:44.995000	AND	block	1	0.0800	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:48.605	2013-10-15 10:45:48.955000	AS	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:48.995	2013-10-15 10:45:49.255000	I	block	1	0.0400	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:49.945	2013-10-15 10:45:50.205000	IN(2)	block	1	0.1100	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:45:50.215	2013-10-15 10:45:50.715000	THE	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:46:09.025	2013-10-15 10:46:10.305000	QUITE	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:46:10.505	2013-10-15 10:46:10.815000	AND(2)	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:46:13.845	2013-10-15 10:46:13.895000	NO	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:46:14.765	2013-10-15 10:46:14.845000	TO	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:46:18.995	2013-10-15 10:46:19.585000	IS(2)	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:46:20.875	2013-10-15 10:46:21.235000	TO(3)	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:47:12.902	2013-10-15 10:47:13.622000	HUG	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:53:30.864	2013-10-15 10:53:31.234000	BRAIN	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:53:38.354	2013-10-15 10:53:40.154000	SPAIN	block	1	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:53:49.964	2013-10-15 10:53:50.084000	A	block	1	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:53:51.514	2013-10-15 10:53:51.634000	IN(2)	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:53:51.914	2013-10-15 10:53:52.494000	A(2)	block	1	0.2800	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:53:56.134	2013-10-15 10:53:56.674000	CALLED	block	1	0.4100	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:54:02.154	2013-10-15 10:54:02.534000	THERE	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:54:28.484	2013-10-15 10:54:28.574000	IT	block	1	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:54:47.714	2013-10-15 10:54:47.984000	DRAIN	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:54:57.999	2013-10-15 10:54:58.189000	ALL	block	1	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:54:58.199	2013-10-15 10:54:58.319000	THE(2)	block	0	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:54:58.449	2013-10-15 10:54:58.599000	IN(2)	block	0	0.0100	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:54:58.609	2013-10-15 10:54:59.189000	THE(2)	block	0	0.0100	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:55:39.061	2013-10-15 10:55:39.121000	IT(2)	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:57:08.669	2013-10-15 10:57:08.759000	IT	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:57:16.817	2013-10-15 10:57:17.027000	AT	block	1	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-15 10:57:17.037	2013-10-15 10:57:17.387000	THE(2)	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:36:29.397	2013-10-17 10:36:30.037000	FUN	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:36:31.454	2013-10-17 10:36:32.304000	DUG	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:36:35.112	2013-10-17 10:36:35.592000	BUG	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:40:44.820	2013-10-17 10:40:45.180000	TOM	block	1	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:40:49.370	2013-10-17 10:40:49.970000	FLAG	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:40:53.020	2013-10-17 10:40:53.440000	THE	block	1	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:40:53.450	2013-10-17 10:40:54.060000	FLAG	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:40:54.380	2013-10-17 10:40:54.780000	IN(2)	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:40:55.060	2013-10-17 10:40:55.110000	THE(2)	block	1	0.2800	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:40:55.120	2013-10-17 10:40:55.930000	MUD	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:01.590	2013-10-17 10:41:02.010000	DID	block	1	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:02.970	2013-10-17 10:41:03.180000	WE	block	1	0.9600	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:04.590	2013-10-17 10:41:05.120000	HUG	block	1	1.4100	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:08.810	2013-10-17 10:41:09.380000	TOM	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:14.551	2013-10-17 10:41:14.881000	DID	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:15.231	2013-10-17 10:41:15.941000	TOM	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:17.481	2013-10-17 10:41:17.891000	TOM	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:18.791	2013-10-17 10:41:18.841000	THE(3)	block	1	0.3200	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:18.851	2013-10-17 10:41:19.421000	FLAG	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:19.461	2013-10-17 10:41:19.771000	IN(2)	block	1	0.0400	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:19.781	2013-10-17 10:41:20.201000	THE	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:21.641	2013-10-17 10:41:22.281000	FLAG	block	1	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:24.751	2013-10-17 10:41:25.241000	TOM	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:25.251	2013-10-17 10:41:25.451000	HID	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:25.461	2013-10-17 10:41:25.521000	THE	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:30.941	2013-10-17 10:41:31.341000	TOM	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:31.751	2013-10-17 10:41:32.111000	THE(2)	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:32.121	2013-10-17 10:41:32.731000	FLAG	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:32.821	2013-10-17 10:41:33.171000	IN(2)	block	1	0.0900	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:33.181	2013-10-17 10:41:33.501000	THE	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:33.511	2013-10-17 10:41:34.151000	FOG	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:37.951	2013-10-17 10:41:38.391000	DID	block	1	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:38.791	2013-10-17 10:41:38.961000	THE(3)	block	1	0.4000	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:41:49.361	2013-10-17 10:41:50.041000	SIS	block	0	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:42:09.321	2013-10-17 10:42:09.611000	TOM	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:42:15.011	2013-10-17 10:42:15.371000	ON(2)	block	1	0.3200	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:42:15.381	2013-10-17 10:42:15.841000	THE	block	1	0.0100	2	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:42:19.001	2013-10-17 10:42:19.431000	IN(2)	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:42:19.441	2013-10-17 10:42:19.611000	THE(3)	block	1	0.0100	2	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:42:20.961	2013-10-17 10:42:22.061000	AND	block	1	\N	1	2
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:43:13.576	2013-10-17 10:43:14.196000	DUG	block	1	\N	1	1
RT11-APHRODITE	fdl4-7-2006-03-13	2013-10-17 10:43:16.646	2013-10-17 10:43:17.406000	BUG	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:09:43.186	2013-10-01 10:09:43.776000	ELLEN	block	1	\N	1	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:09:49.156	2013-10-01 10:09:49.206000	ATE	block	1	0.0100	2	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:09:50.616	2013-10-01 10:09:50.666000	EEL	block	1	0.7300	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:09:52.156	2013-10-01 10:09:52.606000	DID(2)	block	1	0.2200	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:09:53.206	2013-10-01 10:09:53.766000	THE	block	1	0.6000	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:10:08.650	2013-10-01 10:10:08.740000	THE(2)	block	1	\N	1	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:10:08.900	2013-10-01 10:10:09.170000	EEL	block	1	0.1600	1	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:10:23.570	2013-10-01 10:10:23.630000	THE(2)	block	1	0.0100	2	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:10:40.510	2013-10-01 10:10:40.830000	LOOK	block	0	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:10:40.840	2013-10-01 10:10:41.340000	AT	block	1	0.0100	2	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:10:42.190	2013-10-01 10:10:42.630000	BOX	block	1	0.1800	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:10:47.090	2013-10-01 10:10:48.010000	BOX	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:10.460	2013-10-01 10:11:11.310000	TWO	block	1	0.2100	1	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:14.750	2013-10-01 10:11:15.570000	BOX	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:18.320	2013-10-01 10:11:18.600000	IS(2)	block	1	0.7000	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:18.610	2013-10-01 10:11:18.970000	ON(2)	block	1	0.0100	2	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:19.190	2013-10-01 10:11:19.800000	BOX	block	1	0.2200	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:23.080	2013-10-01 10:11:23.400000	TWO	block	1	0.0100	2	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:25.130	2013-10-01 10:11:25.260000	TWO	block	1	0.0100	2	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:26.820	2013-10-01 10:11:27.150000	BOX	block	1	0.2700	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:27.160	2013-10-01 10:11:27.280000	ONE(2)	block	1	0.0100	2	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:32.130	2013-10-01 10:11:32.950000	BOX	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:32.960	2013-10-01 10:11:33.440000	THREE	block	1	0.0100	2	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:42.740	2013-10-01 10:11:43.190000	THREE	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:56.870	2013-10-01 10:11:57.350000	BOX	block	1	\N	1	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:57.360	2013-10-01 10:11:58.030000	ONE(2)	block	1	0.0100	2	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:58.040	2013-10-01 10:11:58.720000	BOX	block	1	0.0100	2	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:58.730	2013-10-01 10:11:59.190000	TWO	block	1	0.0100	2	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:11:59.480	2013-10-01 10:11:59.880000	BOX	block	1	0.2900	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:12:05.520	2013-10-01 10:12:06.080000	IS(2)	block	1	0.1400	1	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:12:09.045	2013-10-01 10:12:09.215000	BOX	block	1	0.5600	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:12:12.908	2013-10-01 10:12:13.208000	BOX	block	1	\N	1	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:12:19.588	2013-10-01 10:12:19.648000	IN(2)	block	1	0.0100	2	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:12:31.188	2013-10-01 10:12:31.528000	GOT	block	1	0.5600	1	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:12:31.538	2013-10-01 10:12:31.668000	IN(2)	block	1	0.0100	2	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:12:31.678	2013-10-01 10:12:32.438000	BOX	block	1	0.0100	2	2
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:14:29.369	2013-10-01 10:14:30.319000	SAD	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:14:33.376	2013-10-01 10:14:34.046000	GAS	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:14:36.744	2013-10-01 10:14:37.774000	FAX	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:14:50.627	2013-10-01 10:14:51.077000	MAD	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:14:54.387	2013-10-01 10:14:55.167000	MET	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:15:04.427	2013-10-01 10:15:04.747000	MIX	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:17:02.183	2013-10-01 10:17:02.433000	DOG	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:17:06.928	2013-10-01 10:17:07.578000	DEN	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:23:29.251	2013-10-01 10:23:29.621000	DOG	block	1	\N	1	1
RT11-APHRODITE	fJB8-5-2006-09-02	2013-10-01 10:23:39.901	2013-10-01 10:23:40.181000	DID(2)	block	1	\N	1	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:42:50.601	2013-10-24 10:42:50.851000	MOUSE	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:42:50.861	2013-10-24 10:42:50.911000	I	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:42:50.921	2013-10-24 10:42:51.521000	LIKE	block	1	0.0100	2	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:42:51.821	2013-10-24 10:42:51.991000	TO(2)	block	1	0.3000	1	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:42:52.001	2013-10-24 10:42:53.111000	SEE	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:42:56.251	2013-10-24 10:42:56.611000	YOUR(2)	block	1	\N	1	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:42:57.961	2013-10-24 10:42:58.121000	UP	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:42:58.131	2013-10-24 10:42:58.341000	AT	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:42:58.351	2013-10-24 10:42:59.621000	ME	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:02.261	2013-10-24 10:43:03.381000	YOU	block	1	0.1200	1	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:03.631	2013-10-24 10:43:04.011000	YOUR	block	1	0.0100	2	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:04.021	2013-10-24 10:43:04.321000	HOME	block	1	0.0100	2	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:04.331	2013-10-24 10:43:04.491000	SO	block	1	0.0100	2	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:08.461	2013-10-24 10:43:08.981000	THAT	block	1	\N	1	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:08.991	2013-10-24 10:43:09.011000	I	block	1	0.0100	2	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:09.341	2013-10-24 10:43:09.801000	SEE	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:10.071	2013-10-24 10:43:10.311000	YOU	block	1	0.2700	1	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:10.321	2013-10-24 10:43:10.621000	ON(2)	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:13.701	2013-10-24 10:43:14.111000	THE	block	1	0.0100	2	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:17.421	2013-10-24 10:43:17.501000	I	block	1	\N	1	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:19.141	2013-10-24 10:43:19.581000	THINK	block	1	1.0400	1	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:19.591	2013-10-24 10:43:19.851000	YOU	block	1	0.0100	2	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:20.471	2013-10-24 10:43:20.751000	TO(2)	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:26.611	2013-10-24 10:43:26.891000	I'M(2)	block	1	0.0100	2	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:26.901	2013-10-24 10:43:27.321000	NOT	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:27.331	2013-10-24 10:43:28.141000	QUITE	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:28.151	2013-10-24 10:43:28.761000	WELL	block	1	0.0100	2	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:39.441	2013-10-24 10:43:39.701000	YOU	block	1	\N	1	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:41.551	2013-10-24 10:43:41.701000	I'M(2)	block	1	0.2900	1	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:41.711	2013-10-24 10:43:42.011000	SURE	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:51.071	2013-10-24 10:43:51.661000	AND	block	1	\N	1	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:51.801	2013-10-24 10:43:52.201000	IT	block	1	0.1400	1	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:52.211	2013-10-24 10:43:52.711000	WAS(2)	block	1	0.0100	2	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:52.891	2013-10-24 10:43:53.241000	VERY	block	1	0.1800	1	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:53.251	2013-10-24 10:43:53.721000	KIND	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:53.731	2013-10-24 10:43:54.051000	OF	block	1	0.0100	2	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:55.211	2013-10-24 10:43:55.311000	YOU	block	1	1.1600	1	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:57.451	2013-10-24 10:43:57.851000	YOU	block	1	\N	1	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:57.861	2013-10-24 10:43:58.341000	NEED	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:58.351	2013-10-24 10:43:58.551000	NOT	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:43:59.191	2013-10-24 10:43:59.721000	SO	block	1	0.2000	1	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:00.631	2013-10-24 10:44:01.331000	MOUSE	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:04.861	2013-10-24 10:44:05.521000	THERE'S	block	1	\N	1	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:06.011	2013-10-24 10:44:06.281000	A(2)	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:07.531	2013-10-24 10:44:08.041000	CAT	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:08.811	2013-10-24 10:44:09.071000	THE	block	1	\N	1	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:17.571	2013-10-24 10:44:17.951000	YOU	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:17.961	2013-10-24 10:44:18.511000	SEE	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:19.751	2013-10-24 10:44:19.851000	THE(3)	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:19.861	2013-10-24 10:44:21.081000	DOOR	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:25.361	2013-10-24 10:44:25.511000	SO	block	1	\N	1	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:25.521	2013-10-24 10:44:25.791000	YOU	block	1	0.0100	2	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:25.801	2013-10-24 10:44:26.181000	CAN	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:26.191	2013-10-24 10:44:26.501000	RUN	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:26.901	2013-10-24 10:44:27.191000	ALL	block	1	0.4000	1	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:27.701	2013-10-24 10:44:27.781000	THE	block	1	0.0100	2	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:33.621	2013-10-24 10:44:34.421000	HITHER	block	1	0.0100	2	2
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:34.751	2013-10-24 10:44:35.201000	AND	block	1	0.3300	1	1
RT11-APHRODITE	fJG7-5-2006-04-08	2013-10-24 10:44:41.171	2013-10-24 10:44:41.751000	OF	block	1	\N	1	1
